case_id,fen,source,source_kind,category,game_index,ply,played_move
validation_0256,2r3k1/pp4pp/5rn1/q2p3Q/3N1p2/1PP5/P1R2PPP/3R2K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
validation_0327,r4rk1/pn2qpp1/1p1Pp2p/b1p5/2PP4/P2B1N2/1P3PPP/RQ3RK1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
validation_0307,r1bq1rk1/1p2bpp1/5n1p/p1np4/8/5NP1/PPQNPPBP/R1BR2K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
pgn_nn_vs_stockfish_full_g1_p68,r5k1/6p1/4qp2/3p4/3Q4/5P2/PP3KPP/2R1r3 b - - 4 34,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_full.pgn,pgn,late_11_16+capture_available,1,68,e1c1
validation_0051,8/8/7q/pk1N4/3QP2P/8/6K1/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
validation_0072,8/1R6/8/4KP2/p7/k7/8/7r w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
validation_0012,k3K3/8/1Q6/8/2B5/8/8/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
validation_0279,r2qk2r/1pp2p2/p2pb3/4p3/4P1p1/1P1P1Q2/1PP3PN/R4RK1 w kq -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_rich,,,
pgn_v1_1_vs_v1_g4_p33,r1b2knQ/p4p2/3q4/3p4/8/1P3PN1/P2P2PP/2R4K w - - 0 17,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,middle_17_23+capture_available,4,33,g3h5
pgn_nn_vs_material_g12_p23,2kr1b1r/ppp2ppp/2n5/3p1b2/4p2q/8/PPPPPKPP/RNBQ1BNR w - - 1 12,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+in_check,12,23,g2g3
pgn_nn_vs_stockfish_full_g5_p4,rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_full.pgn,pgn,high_material_24_32+capture_available,5,4,e7e6
pgn_v1_1_vs_v1_g11_p53,8/8/p7/P7/4bkBp/3p4/5K2/2q5 w - - 2 27,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+quiet,11,53,g4f3
validation_0189,2bR4/5k2/2p1p1p1/1pP1P2p/1P5P/5P2/5PK1/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+quiet,,,
validation_0361,3rk2r/1b2npb1/pq2p1pp/1p1p4/3pPB2/P2P1P2/BPPQN1PP/R4R1K w k -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
validation_0336,rnb1nrk1/1p1p1ppp/1pp5/8/2P1PB2/2PB1N2/P4PPP/2KR3R w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
validation_0312,2rq1rk1/1p1bppbp/1n1p1np1/p7/P1PNP3/1BN5/1P1BQPPP/R4RK1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
pgn_v1_1_vs_v1_g10_p1,8/p7/2pbk3/1p4pp/1P2P3/2PN1K1P/1P6/8 w - - 0 1,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,late_11_16+quiet,10,1,d3f2
validation_0035,8/1Qp5/8/p5k1/8/8/PPP1K2P/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+capture_available,,,
validation_0124,8/p4pk1/1pB1p1p1/3n3p/3P3P/P2K2P1/1P3P2/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
suite_0055,8/6kp/p5p1/3R4/3p4/7P/P5PK/5r2 b - - 0 1,training/data/test_fens_60.txt,fen_suite,late_11_16+quiet,,,
suite_0027,2r5/pp2kp2/4p1p1/3p2P1/3PnP2/2N4R/PPP5/2K5 b - - 0 1,training/data/test_fens_60.txt,fen_suite,middle_17_23+capture_available,,,
pgn_nn_vs_stockfish_2000_g2_p27,rbbq1rk1/pp3pp1/2n1p2p/8/3P2n1/P1N2N2/BP3PPP/R1BQR1K1 w - - 7 14,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,high_material_24_32+capture_available,2,27,b2b4
pgn_nn_vs_stockfish_2000_g4_p55,r7/pp3kp1/8/8/2nn4/6Pb/1P1K3P/8 w - - 0 28,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,late_11_16+in_check,4,55,d2d3
validation_0396,2kr1bnr/pppq1ppp/2n5/4p3/6b1/4PN2/PPPNBPPP/R1BQ1RK1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
validation_0220,2r3k1/5pp1/4p3/2pqP2p/3r3P/4B3/P1R1QP2/2R3K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
validation_0111,5rk1/2RQ1p2/p3p1pp/8/6PK/P4q2/7P/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
suite_0047,8/3R2p1/7k/8/1r4P1/3P4/3K4/8 b - - 0 1,training/data/test_fens_60.txt,fen_suite,endgame_2_10+capture_available,,,
validation_0345,r2qr1k1/3pnpbp/p2Bb1p1/1pN1P3/3N4/8/PP3PPP/R2QR1K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
pgn_nn_vs_stockfish_2000_g9_p51,r1k4r/2pR4/2p3qp/N4pB1/PP2p3/2b2N1Q/5PPP/4R1K1 w - - 0 26,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,middle_17_23+capture_rich,9,51,f3e5
validation_0087,8/4k3/6K1/bB3P2/6P1/8/8/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
validation_0374,rn1qkb1r/pp2pppp/2p2nN1/8/2pP4/2N1P3/PP3PPP/R1BQKB1R b KQkq -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
validation_0195,2b3k1/p4pp1/1p6/3p4/3P4/B3P2P/1P3PP1/6K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+quiet,,,
validation_0044,q7/2P5/KP6/8/3k1b2/P6Q/7p/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+in_check,,,
validation_0213,4r3/1pr2k1p/1NpP1np1/p4p2/8/PP2P1P1/5PBP/3R2K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
pgn_v1_1_vs_v1_g20_p14,1k6/8/8/1K6/1P6/8/8/8 b - - 0 7,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+quiet,20,14,b8b7
pgn_nn_vs_stockfish_2000_g3_p56,3rk1nr/4b2p/1Bb5/4p1p1/1P6/8/P1P2PPP/4R1K1 b k - 1 28,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,middle_17_23+capture_available,3,56,d8d7
validation_0007,r6K/5P2/6P1/6k1/8/1b6/8/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+in_check,,,
pgn_nn_vs_material_g6_p9,r1bqkb1r/ppp2ppp/2n2n2/3pp3/8/8/PPPPPPPP/RNBQKBNR w KQkq - 4 5,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+quiet,6,9,g1h3
validation_0338,r1b1k1nr/pppp1p1p/6p1/2bP4/4P2q/2N2P2/PPP1K2P/R1BQ1B1R w kq -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+quiet,,,
validation_0335,r1bq1rk1/3nbppp/2n1p3/pp1pP3/3P4/P2B1NB1/1P1NQPPP/R3K2R w KQ -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
validation_0118,5k2/5p2/4p2p/3b2p1/5P2/1n5P/2p3P1/2N2K2 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
validation_0168,5rk1/2p5/2Pb2Np/6p1/4b3/1R2B2P/6P1/6K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
validation_0371,2kr1b1r/ppp2ppp/2n1b3/3qp3/8/1PP2N2/P2PBPPP/R1BQK2R w KQ -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
pgn_nn_vs_material_g6_p10,r1bqkb1r/ppp2ppp/2n2n2/3pp3/8/7N/PPPPPPPP/RNBQKB1R b KQkq - 5 5,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+capture_available,6,10,d8e7
validation_0064,8/5k2/6R1/p6P/6K1/5PB1/6q1/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
pgn_nn_vs_material_g8_p40,2kr2r1/ppp2pp1/8/3n1b1p/4P1nq/6P1/PPPQP2P/R3KB1R b KQ - 0 20,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+capture_rich,8,40,h4f6
suite_0049,8/1k5p/p4P2/1p6/2p5/P3Q2P/KPq5/8 b - - 0 1,training/data/test_fens_60.txt,fen_suite,late_11_16+capture_available,,,
validation_0222,r1r3k1/2pp1ppp/b3q3/p7/P2QP3/1P6/1P3PPP/1BR1R1K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
validation_0129,3NQ3/1p5Q/1k5p/7N/5P2/pP6/P4KPn/2R5 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
validation_0291,r1b1k2r/3p1p1p/2pPpp2/8/q1PQ3P/8/P3BPP1/1R3K1R b k -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
validation_0233,8/5pkp/R2p2p1/1NpP4/P1B2r2/4b2P/3n2PK/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
pgn_v1_1_vs_v1_g13_p12,1r2r3/1k6/p1b1pBp1/2QpP1P1/P7/1P2Pp2/3K4/8 b - - 0 6,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,middle_17_23+capture_available,13,12,e8c8
validation_0073,8/8/B6b/2k3pP/4K1P1/5p2/8/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+capture_available,,,
validation_0071,8/8/8/8/5kp1/5r2/6R1/4K3 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
pgn_nn_vs_stockfish_full_g5_p39,rn2Qbk1/pb4p1/1p3r2/8/2p3q1/2N1B3/PP3PPP/R5K1 w - - 6 20,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_full.pgn,pgn,middle_17_23+capture_available,5,39,c3d5
validation_0370,r3r1k1/1ppq1pp1/2n1bn1p/2b1p3/4P2N/pPP3NP/P1B1QPP1/R1B2RK1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
pgn_v1_1_vs_v1_g7_p122,8/8/1p1K4/7P/8/8/3kR2Q/8 b - - 0 61,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+in_check,7,122,d2c3
validation_0102,3Q4/7p/6k1/8/1P1Q4/5nKP/1B6/4qr2 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+in_check,,,
pgn_v1_1_vs_v1_g6_p26,r3b3/ppp1r1k1/5q1p/2p2p2/2P2P2/1P2PQ2/2BP2PP/2n2RK1 b - - 14 13,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,middle_17_23+capture_available,6,26,f6b2
validation_0033,8/p7/4b3/1k6/8/8/p7/K7 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
validation_0385,1r3rk1/1bpn3p/1p1ppq2/p4p2/2PPn2N/P5P1/1PQBPPB1/2RR2K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
validation_0077,4k3/2K5/8/2P3p1/p6p/P5P1/8/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+capture_available,,,
pgn_v1_1_vs_v1_g21_p53,8/1K2r1k1/8/8/8/7q/8/8 w - - 2 27,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+in_check,21,53,b7a6
validation_0333,3r1rk1/1b3p1p/p3p1p1/1pqnN1PQ/8/3B4/PPP2P1P/2KR2R1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
validation_0101,8/3k2p1/7p/p4P2/1b2N3/3K3P/R5P1/5r2 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
suite_0011,2rq1rk1/pp4pp/2n2np1/4N3/1b4P1/2N4P/PPPB1P2/R2QR1K1 w - - 0 1,training/data/test_fens_60.txt,fen_suite,high_material_24_32+capture_available,,,
validation_0160,8/3q1kp1/Q3pn1p/8/p7/7P/5PP1/2R3K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
validation_0270,3k3r/pR3p2/4p3/q1bpPp2/2P2P1p/3QNP1P/P4K2/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
validation_0267,r1b4k/pp2q1p1/2n5/3Qp2p/P3Pp2/2P2P2/4N1PP/1RB4K w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_rich,,,
validation_0357,2rqr1k1/p4ppp/b1p2b2/3p4/8/2N1P1P1/PPQ2PBP/R2R2K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
validation_0148,5r1k/3R4/1p3qpp/8/1P1Q1p2/2P3PP/1p6/1K6 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_rich,,,
pgn_nn_vs_stockfish_2000_g1_p101,8/6P1/p7/3k1p2/3p2qP/8/5P2/5K2 w - - 1 51,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,endgame_2_10+quiet,1,101,g7g8q
validation_0161,8/6pk/7p/2n5/2Bn4/5PP1/5BKP/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
validation_0269,r1b2bk1/1p3p2/p3p2p/2p1P3/2P5/1R2B3/P1BNnPPP/6K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+in_check,,,
validation_0262,4k2r/p2b3p/3p3q/1p6/3pP1p1/PP1Pp1P1/2QNB2P/4KR2 w k -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
validation_0340,r1b1k2r/ppp1q3/3bpnpp/4n3/3N4/1QN3P1/PP2PPBP/R1B2RK1 w kq -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
validation_0025,8/8/4k1p1/8/4p3/5R2/r4PPP/2K5 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
validation_0199,8/1R6/7p/1p6/p3n1P1/P3k3/KP5r/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
validation_0238,1r4k1/p1p2qp1/7p/2n1P3/3Q4/7P/P3rPP1/R2R2K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
pgn_v1_1_vs_v1_g16_p7,5b1k/2p4P/3p1p2/3P2pP/p7/P4p2/1PB4K/8 b - - 0 4,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,late_11_16+quiet,16,7,f6f5
suite_0012,r1bqkb1r/ppp1nppp/5n2/3pp3/2B1P3/2P2Q2/PP1PNPPP/RNB1K2R w KQkq - 0 1,training/data/test_fens_60.txt,fen_suite,high_material_24_32+capture_available,,,
validation_0112,2Qb4/3P1pk1/1q4pp/1B6/P3P3/6P1/5P1P/6K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
pgn_nn_vs_material_g16_p41,2krr3/ppp2ppp/8/8/7P/2K4b/PPP1n2P/RNB4R w - - 0 21,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,middle_17_23+in_check,16,41,c3b3
pgn_nn_vs_stockfish_2000_g1_p99,8/8/p5P1/3k1p2/3p1q1P/8/5P2/5K2 w - - 0 50,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,endgame_2_10+quiet,1,99,g6g7
validation_0363,r4rk1/1bq2ppp/p2bpn2/2p5/4P3/P1N1B1P1/1P3PBP/R2QK2R w KQ -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
pgn_nn_vs_stockfish_2000_g3_p86,4k3/4n3/2b5/7p/2PB4/b4P1P/r5PK/8 b - - 3 43,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,late_11_16+capture_available,3,86,c6f3
pgn_v1_1_vs_v1_g21_p49,8/3K2k1/4R3/4r3/8/7q/8/8 w - - 6 25,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,endgame_2_10+quiet,21,49,d7c8
validation_0193,8/2k3p1/5rp1/6R1/PbNp4/3K4/P5PP/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
pgn_v1_1_vs_v1_g7_p67,8/7R/1pk1p3/p7/3PP2P/2K2P2/3n2r1/8 w - - 1 34,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,late_11_16+quiet,7,67,h7e7
validation_0239,2b2rk1/Q2n2bp/2p1p1p1/3pP3/Pq5P/4B3/P1P3P1/1K1R1B1R w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+in_check,,,
pgn_nn_vs_stockfish_2000_g10_p20,rnbq1rk1/p4ppp/1bpp1n2/4p3/B3P3/2P2N1P/1P1PQPP1/RNB2RK1 b - - 0 10,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,high_material_24_32+capture_available,10,20,d6d5
validation_0241,5r2/4r2p/1kppNpp1/1p2P3/1P4P1/1B2K2P/8/5R2 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
pgn_nn_vs_stockfish_full_g1_p42,r4rk1/2pn2p1/b3Qpq1/p2p4/8/2BnPP2/PP1N2PP/R1R3K1 b - - 0 21,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_full.pgn,pgn,high_material_24_32+in_check,1,42,g6f7
validation_0224,4r1k1/pp3rp1/2p1pp1p/2N3bP/2PP4/3RP3/PP4P1/1K5R b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
pgn_nn_vs_material_g20_p25,2kr3r/ppp2ppp/2n5/3p1b2/4p1nq/6PN/PPPPPb1P/RNBQKB1R w KQ - 0 13,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,high_material_24_32+in_check,20,25,h3f2
pgn_nn_vs_stockfish_2000_g7_p39,rn5r/ppk2p2/1q1p1bpp/2pP4/5P2/2N4B/PPPQ3P/2K1RR2 w - - 5 20,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,high_material_24_32+quiet,7,39,f1f3
validation_0125,8/2b5/5k2/p4p1p/1pKBb1p1/1P4P1/P4P1P/5B2 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+in_check,,,
validation_0052,3r1nR1/8/6p1/8/3k3P/5KP1/8/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+capture_available,,,
pgn_nn_vs_stockfish_full_g5_p23,rn3rk1/p3bppp/bp2pn2/4N3/2pq4/2N5/PPBB1PPP/R2Q1RK1 w - - 0 12,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_full.pgn,pgn,high_material_24_32+capture_available,5,23,f1e1
validation_0082,8/4k1B1/6K1/1R6/6Pp/7P/6r1/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
validation_0397,1r1q1rk1/3bppb1/2np1np1/ppp4p/4P2P/3PN1P1/PPP2PBN/R1BQR1K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_available,,,
validation_0094,8/1P6/k1KN4/P7/8/8/8/5b2 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+capture_available,,,
validation_0290,r2q1rk1/1pp2ppp/p7/3b1P2/3Q4/5N1P/1P4PN/R3R1K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
validation_0053,8/3k4/5p2/P4K1P/8/6p1/1P4P1/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+capture_available,,,
suite_0052,2r1k3/6p1/p2B2P1/1p1KpP2/1P6/8/8/8 w - - 0 1,training/data/test_fens_60.txt,fen_suite,late_11_16+capture_available,,,
validation_0128,r6k/7p/4p3/3p1p1B/2nP1P2/1q2P3/7P/2Q3RK w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
validation_0069,8/8/8/6p1/6k1/8/r7/2R3K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
pgn_nn_vs_stockfish_2000_g6_p41,1r4k1/p2b1p1p/3bpp2/8/P2P4/1B2P3/1rPB2PP/R4K1R w - - 2 21,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,middle_17_23+capture_available,6,41,d2e1
validation_0002,8/R2k4/7r/3P4/3K4/8/8/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+in_check,,,
validation_0079,1Q6/8/2Q1Q3/3R4/8/k7/8/1K6 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
validation_0031,8/8/8/1pk5/1p6/1P1K4/8/N7 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
validation_0011,8/8/2k3P1/4KP2/8/6r1/8/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
validation_0142,8/1p2kp1p/1p2b3/6r1/3NK3/1P1P4/1PR4P/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
validation_0384,r1bq1rk1/3nbpp1/2p1pn1p/1p2B1N1/p2P2N1/6PB/P1Q1PP1P/R2R2K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
suite_0044,3R4/1r4k1/8/P7/2P1K2p/8/8/8 w - - 0 1,training/data/test_fens_60.txt,fen_suite,endgame_2_10+quiet,,,
validation_0113,8/pp3kpp/2p5/4Qp2/2p5/7P/PP4PK/8 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
validation_0115,8/6p1/4np2/p2k2p1/1p1P4/4KNPP/1P3P2/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
validation_0117,7k/1p6/4p2P/8/R2PKP2/2P1P3/p7/r7 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
suite_0060,8/4k3/1p4P1/1Kn5/P4p2/5B2/8/8 w - - 0 1,training/data/test_fens_60.txt,fen_suite,endgame_2_10+capture_available,,,
suite_0002,rnb1k1nr/pp3ppp/1qp5/2bpp3/4P3/1PNB1P2/P1PP2PP/R1BQK1NR w KQkq - 0 1,training/data/test_fens_60.txt,fen_suite,high_material_24_32+capture_available,,,
validation_0104,4Rbk1/4R3/3r1pp1/1p1P4/8/8/7P/7K w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
validation_0017,8/8/8/k7/8/7R/1R6/1K6 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,endgame_2_10+quiet,,,
validation_0210,6k1/pp3pp1/4pn1p/q7/2P5/1P2PBP1/P2r1P1P/1Q3K1R b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
pgn_nn_vs_stockfish_2000_g7_p146,8/1p6/6p1/1k5p/8/R7/2qr4/K7 b - - 11 73,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_2000.pgn,pgn,endgame_2_10+quiet,7,146,c2c1
validation_0218,5r2/1p2qp1k/p1r1b1p1/3p3p/3Q3P/3B2R1/PP3PP1/4R1K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_rich,,,
validation_0284,2Qb3k/1pB3p1/p4p1p/3q4/6P1/5N1P/PP3PK1/8 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
validation_0173,1rr3k1/5pp1/4n2p/8/8/BP6/5PPP/1R4K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
pgn_nn_vs_material_g1_p60,r3kb1r/pp1bpQ1p/2q4p/4RP2/2B3P1/P6P/1PP5/1K1R4 b - - 3 30,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,middle_17_23+in_check,1,60,e8d8
pgn_nn_vs_material_g1_p64,1r1k1b1r/pp1RpQ1p/2q4p/5P2/2B3P1/P6P/1PP5/1K1R4 b - - 0 32,/home/rohanhs568/code/aichessathon-starter/nn_vs_material.pgn,pgn,middle_17_23+in_check,1,64,c6d7
validation_0352,2r2rk1/4bppp/p3p3/1q1b4/n1pP1B2/2R1P3/1P1NBPPP/Q1R3K1 b - -,training/data/samples/lichess_validation_250k.csv,validation_sample,high_material_24_32+capture_rich,,,
validation_0165,6rk/2p5/5bq1/2p5/6Q1/5N2/5PP1/4R1K1 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,late_11_16+capture_available,,,
validation_0257,2r2nk1/p4pp1/4p3/7p/q2rP2P/PRP2PB1/1Q3PK1/2R5 w - -,training/data/samples/lichess_validation_250k.csv,validation_sample,middle_17_23+capture_available,,,
pgn_nn_vs_stockfish_full_g5_p26,rn3rk1/pb2bNpp/1p2pn2/8/2pq4/2N5/PPBB1PPP/R2QR1K1 b - - 0 13,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_full.pgn,pgn,high_material_24_32+capture_rich,5,26,f8f7
pgn_nn_vs_stockfish_full_g6_p22,r1bqk2r/2pp1pp1/p1nb3p/3B4/Pp1NP3/8/1PP2PPP/R1BQK2R b KQkq - 0 11,/home/rohanhs568/code/aichessathon-starter/nn_vs_stockfish_full.pgn,pgn,high_material_24_32+capture_available,6,22,c6d4
pgn_v1_1_vs_v1_g7_p60,8/3k2rp/1p2p2R/p7/3PP2P/1R1K1P2/2r5/5n2 b - - 5 30,/home/rohanhs568/code/aichessathon-starter/v1_1_vs_v1.pgn,pgn,late_11_16+quiet,7,60,g7g2
